Data Model,Event Type,Field Group,Title,Data Type,Consistency,Required,Notes,Description
Provider,ProviderQuery,Provider,Provider.Demographics.MiddleName,String,3,false,"","Provider's middle name"
Provider,ProviderQuery,Provider,Provider.Demographics.Address,Object,3,false,"","Provider's address"
Provider,ProviderQuery,Provider,Provider.Demographics.Address.City,String,3,false,"","City"
Provider,ProviderQuery,Provider,Provider.Demographics.Address.State,String,3,false,"","State"
Provider,ProviderQuery,Provider,Provider.Demographics.Address.ZIP,String,3,false,"","ZIP"
Provider,ProviderQueryResponse,Meta,Meta.DataModel,String,1,true,"","Provider"
Provider,ProviderQueryResponse,Meta,Meta.EventType,String,1,true,"","ProviderQueryResponse"
Provider,ProviderQueryResponse,Meta,Meta.EventDateTime,DateTime,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC date and time that an outgoing request is delivered or an incoming request is received."
Provider,ProviderQueryResponse,Meta,Meta.Test,Boolean,1,false,"","Indicates whether the request is a test or not."
Provider,ProviderQueryResponse,Meta,Meta.Source,String,1,false,"Included in messages from Redox","Contains the information for the system initiating the message, including the source ID and name."
Provider,ProviderQueryResponse,Meta,Meta.Source.ID,String,1,false,"UUID","Identifies the system initiating the message. If you have multiple OAuth API keys per environment type, this value is required. If you have only one OAuth API key per environment type, or you're using legacy API keys, this value is optional."
Provider,ProviderQueryResponse,Meta,Meta.Source.Name,String,1,false,"","Displays the name of the system initiating the message."
Provider,ProviderQueryResponse,Meta,Meta.Destinations[],Array of Objects,1,false,"Required when sending data to Redox.","Contains the information for the endpoint(s) receiving the request. A request must contain at least one destination, but asynchronous requests can have more than one destination. Synchronous requests like queries can only support one destination."
Provider,ProviderQueryResponse,Meta,Meta.Destinations[].ID,String,1,false,"UUID","Identifies the endpoint that the request is directed to."
Provider,ProviderQueryResponse,Meta,Meta.Destinations[].Name,String,1,false,"","Displays the name of the endpoint that the request is directed to."
Provider,ProviderQueryResponse,Meta,Meta.Logs[],Array of Objects,1,false,"","Contains the log identifier(s) for the request."
Provider,ProviderQueryResponse,Meta,Meta.Logs[].ID,String,1,false,"UUID","Identifies the request log(s) that correspond to this request. You can use this value to locate the relevant log in the Redox dashboard for support and reference."
Provider,ProviderQueryResponse,Meta,Meta.Logs[].AttemptID,String,1,false,"UUID","Identifies the request log attempt value, which is useful when retries are possible."
Provider,ProviderQueryResponse,Meta,Meta.FacilityCode,String,3,false,"Only use this field if a health system indicates you should. The code is specific to the health system's EHR and might not be unique across health systems. In general, the facility fields within the data models (e.g. OrderingFacility) are more reliable and informative.","Code for the facility related to the message."
Provider,ProviderQueryResponse,Providers,Providers[],Array of Objects,1,false,"","The list of providers"
Provider,ProviderQueryResponse,Providers,Providers[].Identifiers[],Array of Objects,1,false,"","Lists one or more identifiers associated with the provider."
Provider,ProviderQueryResponse,Providers,Providers[].Identifiers[].ID,String,1,true,"","Displays an identifier used to identify the provider in the EHR system."
Provider,ProviderQueryResponse,Providers,Providers[].Identifiers[].IDType,String,1,false,"e.g. NPI","Displays the type of identifier used to identify the provider."
Provider,ProviderQueryResponse,Providers,Providers[].IsActive,Boolean,1,true,"","Indicates whether the given provider is actively practicing or not."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.FirstName,String,1,false,"","Displays the provider's first name."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.LastName,String,1,false,"","Displays the provider's last name"
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.MiddleName,String,3,false,"","Displays the provider's middle name"
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Credentials[],Array of Strings,3,false,"e.g. MD, PhD","Lists the provider’s relevant credentials."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[],Array of Objects,2,false,"These are addresses where the practitioner performs services, not residential addresses.","Displays a list of addresses associated with the provider."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[].Use,String,1,false,"e.g. Home, Office","The use for this address"
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[].StreetAddress,String,1,false,"","Displays the street for a given address."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[].City,String,1,false,"","Displays the city for a given address."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[].State,String,1,false,"","Displays the state for a given address."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[].ZIP,String,1,false,"","Displays the postal code for a given address."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[].County,String,1,false,"","Displays the county for a given address."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Addresses[].Country,String,1,false,"","Displays the country for a given address."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.EmailAddresses[],Array of Strings,2,false,"","Contains contact information for the provider, specifically any email addresses associated with the provider."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.PhoneNumber.Home,String,2,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any home phone numbers associated with the provider."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any office phone numbers associated with the provider."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.PhoneNumber.Mobile,String,2,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any mobile phone numbers associated with the provider."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Sex,String,1,false,"","Displays the provider's sex."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.DOB,String,1,false,"In [ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the provider's date of birth."
Provider,ProviderQueryResponse,Providers,Providers[].Demographics.Languages[],Array of Strings,1,false,"","Lists one or more languages that the provider can use to communicate with patients."
Provider,ProviderQueryResponse,Providers,Providers[].Qualifications[],Array of Objects,3,false,"","Lists one or more qualifications the provider has obtained through professional training and certification."
Provider,ProviderQueryResponse,Providers,Providers[].Qualifications[].Identifiers[],Array of Objects,1,false,"","Displays a list of identifiers and types for a given qualification."
Provider,ProviderQueryResponse,Providers,Providers[].Qualifications[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given qualification."
Provider,ProviderQueryResponse,Providers,Providers[].Qualifications[].Identifiers[].IDType,String,1,false,"","Displays the type of the identifier for the given qualification."
Provider,ProviderQueryResponse,Providers,Providers[].Qualifications[].Code,String,1,false,"","Displays a coded representation of the given qualification."
